City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Hervey Bay,AU,-25.2986,152.8535,54.46,68,0,9.04,clear sky
700,Christchurch,NZ,-43.5333,172.6333,38.91,90,100,5.75,overcast clouds
701,Skagen,DK,57.7209,10.5839,60.57,75,8,12.86,clear sky
702,Usinsk,RU,65.9939,57.5281,61.0,63,83,7.23,broken clouds
703,Port Lincoln,AU,-34.7333,135.8667,52.09,76,0,10.65,clear sky
704,Tigre,AR,-34.426,-58.5796,57.34,64,75,13.8,broken clouds
705,Nicoya,CR,10.1483,-85.452,78.55,84,99,5.61,overcast clouds
706,Aasiaat,GL,68.7098,-52.8699,38.73,95,100,7.76,overcast clouds
707,Senneterre,CA,48.3835,-77.2328,60.48,64,100,6.15,light rain
708,Vila,PT,42.0304,-8.1588,77.7,58,26,5.91,scattered clouds
